gene	chr	tx_start	tx_end	strand
TRPM2	21	45773484	45862964	+
TRPM3	9	73149968	73736514	-
TRPM4	19	49661052	49715091	+
TRPM5	11	2425748	2444275	-
TRPM6	9	77337411	77503010	-
TRPM7	15	50849354	50979012	-
TRPM8	2	234826043	234928165	+
TRPS1	8	116420725	116681228	-
TRPT1	11	63991272	63993726	-
TRPV1	17	3468741	3512705	-
TRPV2	17	16318888	16340315	+
TRPV3	17	3416486	3461289	-
TRPV4	12	110220893	110271212	-
TRPV5	7	142605648	142630820	-
TRPV6	7	142568960	142583477	-
TRRAP	7	98476113	98610864	+
TRUB1	10	116697952	116737438	+
TRUB2	9	131071396	131084697	-
TRYX3	7	141951964	141957878	-
TSC1	9	135766735	135820020	-
TSC2	16	2097990	2138712	+
TSC22D1	13	45007661	45150701	-
TSC22D2	3	150126788	150177613	+
TSC22D3	23	106956460	107019017	-
TSC22D4	7	100064144	100076902	-
TSEN15	1	184020811	184043341	+
TSEN2	3	12525931	12574819	+
TSEN34	19	54694119	54698394	+
TSEN54	17	73512609	73520820	+
TSFM	12	58176528	58196639	+
TSG101	11	18501860	18548489	-
TSGA10	2	99613725	99771187	-
TSGA10IP	11	65713115	65727434	+
TSGA13	7	130353488	130371406	-
TSGA14	7	130036377	130080854	-
TSHB	1	115572415	115576941	+
TSHR	14	81421869	81612646	+
TSHZ1	18	72922731	73001900	+
TSHZ2	20	51588877	52103965	+
TSHZ3	19	31765853	31840190	-
TSKS	19	50243012	50266515	-
TSKU	11	76494285	76509197	+
TSLP	5	110407390	110413722	+
TSN	2	122513121	122525426	+
TSNARE1	8	143293442	143484543	-
TSNAX	1	231664399	231702267	+
TSNAXIP1	16	67841010	67861970	+
TSPAN1	1	46640749	46651633	+
TSPAN10	17	79609349	79615778	+
TSPAN11	12	31079838	31149536	+
TSPAN12	7	120427376	120498177	-
TSPAN13	7	16793351	16824159	+
TSPAN14	10	82214038	82282390	+
TSPAN15	10	71211226	71267423	+
TSPAN16	19	11406824	11437672	+
TSPAN17	5	176074388	176086058	+
TSPAN18	11	44785976	44953975	+
TSPAN19	12	85408095	85430055	-
TSPAN2	1	115590635	115632121	-
TSPAN3	15	77336362	77363570	-
TSPAN31	12	58138784	58142025	+
TSPAN32	11	2323243	2339430	+
TSPAN33	7	128784712	128809532	+
TSPAN4	11	842824	867116	+
TSPAN5	4	99391519	99579812	-
TSPAN6	23	99883795	99891794	-
TSPAN7	23	38420731	38548171	+
TSPAN8	12	71518877	71551779	-
TSPAN9	12	3186521	3395729	+
TSPO	22	43547535	43559247	+
TSPO2	6	41010237	41012074	+
TSPY1	24	9304564	9307357	+
TSPY2	24	6114264	6117053	+
TSPY3	24	9236049	9368122	+
TSPY4	24	9195452	9368284	+
TSPYL1	6	116596022	116601280	-
TSPYL2	23	53111542	53117728	+
TSPYL4	6	116571133	116575261	-
TSPYL5	8	98285715	98290176	-
TSPYL6	2	54480315	54483409	-
TSR1	17	2225992	2240678	-
TSR2	23	54466853	54471728	+
TSSC1	2	3192741	3381653	-
TSSC4	11	2423523	2425105	+
TSSK1B	5	112768251	112770728	-
TSSK2	22	19118321	19120136	+
TSSK3	1	32827862	32829922	+
TSSK4	14	24674926	24677452	+
TSSK6	19	19625029	19626469	-
TST	22	37406907	37415491	-
TSTA3	8	144694788	144699732	-
TSTD1	1	161007424	161008774	-
TSTD2	9	100362364	100395962	-
TTBK1	6	43211222	43255997	+
TTBK2	15	43036542	43213007	-
TTC1	5	159436180	159492549	+
TTC12	11	113185251	113237113	+
TTC13	1	231041987	231114618	-
TTC14	3	180319918	180328917	+
TTC15	2	3383446	3483342	+
TTC16	9	130478358	130493879	+
TTC17	11	43380435	43516482	+
TTC18	10	75013517	75118617	-
TTC19	17	15902782	15932096	+
TTC21A	3	39149152	39180394	+
TTC21B	2	166730454	166810348	-
TTC22	1	55246752	55266941	-
TTC23	15	99676529	99789815	-
TTC23L	5	34839269	34899562	+
TTC24	1	156549519	156556562	+
TTC25	17	40086888	40117666	+
TTC26	7	138818490	138874550	+
TTC27	2	32853129	33046116	+
TTC28	22	28374004	29075853	-
TTC29	4	147628180	147867034	-
TTC3	21	38445571	38575406	+
TTC30A	2	178479027	178483694	-
TTC30B	2	178414886	178417524	-
TTC31	2	74710200	74721691	+
TTC32	2	20096518	20101744	-
TTC33	5	40711680	40756072	-
TTC35	8	109455853	109499136	+
TTC36	11	118398210	118401740	+
TTC37	5	94800123	94890682	-
TTC38	22	46663861	46689903	+
TTC39A	1	51752931	51810785	-
TTC39B	9	15170843	15307358	-
TTC39C	18	21572737	21715573	+
TTC4	1	55181529	55207980	+
TTC5	14	20757303	20774153	-
TTC7A	2	47168313	47303274	+
TTC7B	14	91006933	91282761	-
TTC8	14	89290978	89344334	+
TTC9	14	71108504	71142077	+
TTC9B	19	40721967	40724306	-
TTC9C	11	62495952	62506105	+
TTF1	9	135250939	135282221	-
TTF2	1	117602949	117645489	+
TTK	6	80714322	80752244	+
TTL	2	113239743	113290218	+
TTLL1	22	43435524	43485434	-
TTLL10	1	1109286	1133313	+
TTLL11	9	124584205	124855885	-
TTLL12	22	43562629	43583137	-
TTLL13	15	90792764	90802312	+
TTLL2	6	167738574	167756177	+
TTLL3	3	9851904	9878039	+
TTLL4	2	219575568	219620136	+
TTLL5	14	76127551	76421425	+
TTLL6	17	46839594	46894469	-
TTLL7	1	84335059	84464833	-
TTLL8	22	50453553	50493055	-
TTLL9	20	30458505	30530858	+
TTN	2	179390720	179672150	-
TTPA	8	63972048	63998612	-
TTPAL	20	43104547	43123244	+
TTR	18	29171730	29178984	+
TTYH1	19	54926635	54948052	+
TTYH2	17	72209696	72258155	+
TTYH3	7	2671603	2704427	+
TUB	11	8060180	8127653	+
TUBA1A	12	49578585	49582861	-
TUBA1B	12	49521568	49525304	-
TUBA1C	12	49658865	49667113	+
TUBA3C	13	19747920	19755936	-
TUBA3D	2	132233666	132240504	+
TUBA3E	2	130949321	130956034	-
TUBA4A	2	220115001	220118638	-
TUBA8	22	18593559	18614498	+
TUBAL3	10	5435062	5446793	-
TUBB	6	30688157	30693193	+
TUBB1	20	57594309	57601707	+
TUBB2A	6	3153904	3157783	-
TUBB2B	6	3224496	3227968	-
TUBB2C	9	140135711	140138159	+
TUBB3	16	89989745	90002505	+
TUBB4	19	6494330	6502330	-
TUBB4Q	4	190903679	190906024	-
TUBB6	18	12308257	12326567	+
TUBB8	10	92828	95504	-
TUBD1	17	57936851	57970296	-
TUBE1	6	112391861	112408751	-
TUBG1	17	40761358	40767254	+
TUBG2	17	40811266	40819023	+
TUBGCP2	10	135093138	135122644	-
TUBGCP3	13	113139328	113242481	-
TUBGCP4	15	43663313	43698238	+
TUBGCP5	15	22833395	22873889	+
TUBGCP6	22	50656118	50683400	-
TUFM	16	28853732	28857729	-
TUFT1	1	151512781	151556058	+
TULP1	6	35465653	35480647	-
TULP2	19	49384222	49401996	-
TULP3	12	3000033	3050306	+
TULP4	6	158733692	158932854	+
TUSC1	9	25676394	25678856	-
TUSC2	3	50362341	50365668	-
TUSC3	8	15397730	15621993	+
TUSC5	17	1182957	1204281	+
TUT1	11	62342517	62359109	-
TWF1	12	44187528	44200178	-
TWF2	3	52262627	52273183	-
TWIST1	7	19155093	19157295	-
TWISTNB	7	19735085	19748660	-
TWSG1	18	9334765	9402417	+
TXK	4	48068412	48136273	-
TXLNA	1	32645345	32663885	+
TXLNB	6	139561199	139613208	-
TXLNG	23	16804555	16862640	+
TXN	9	113006310	113018778	-
TXN2	22	36863093	36877687	-
TXNDC11	16	11772943	11836648	-
TXNDC12	1	52485807	52521047	-
TXNDC15	5	134209460	134237323	+
TXNDC16	14	52897309	53019301	-
TXNDC17	17	6544222	6547860	+
TXNDC2	18	9885723	9888150	+
TXNDC3	7	37888199	37940000	+
TXNDC5	6	7881754	7911041	-
TXNDC6	3	137980279	138048728	-
TXNDC8	9	113065868	113100125	-
TXNDC9	2	99935489	99952860	-
TXNIP	1	145438462	145442626	+
TXNL1	18	54270055	54305920	-
TXNL4A	18	77732869	77748532	-
TXNL4B	16	72118758	72128215	-
TXNRD1	12	104609559	104744058	+
TXNRD2	22	19863040	19929359	-
TXNRD3	3	126325895	126373967	-
TXNRD3IT1	3	126290623	126327398	-
TYK2	19	10461205	10491248	-
TYMP	22	50964184	50968514	-
TYMS	18	657604	673499	+
TYR	11	88911040	89028926	+
TYRO3	15	41851220	41871534	+
TYROBP	19	36395306	36399211	-
TYRP1	9	12693386	12710265	+
TYSND1	10	71897735	71906496	-
TYW1	7	66461817	66704496	+
TYW1B	7	72023729	72298813	-
TYW3	1	75198836	75232358	+
U2AF1	21	44513066	44527688	-
U2AF1L4	19	36233430	36236336	-
U2AF2	19	56165416	56186081	+
UACA	15	70946895	71055850	-
UAP1	1	162531296	162569632	+
UAP1L1	9	139971953	139978989	+
UBA1	23	47050199	47074526	+
UBA2	19	34919268	34960797	+
UBA3	3	69103882	69129524	-
UBA5	3	132373290	132396943	+
UBA52	19	18682614	18688269	+
UBA6	4	68481480	68566889	-
UBA7	3	49842639	49851391	-
UBAC1	9	138824816	138853226	-
UBAC2	13	99852679	100038751	+
UBAP1	9	34179003	34252520	+
UBAP2	9	33921691	34048947	-
UBAP2L	1	154192655	154243328	+
UBASH3A	21	43824019	43867772	+
UBASH3B	11	122526398	122685186	+
UBB	17	16284367	16286053	+
UBC	12	125396194	125399577	-
UBD	6	29523390	29527702	-
UBE2A	23	118708499	118718377	+
UBE2B	5	133706870	133727798	+
UBE2C	20	44441255	44445594	+
UBE2CBP	6	83602186	83775545	-
UBE2D1	10	60094739	60130509	+
UBE2D2	5	138940751	139008016	+
UBE2D3	4	103717134	103790032	-
UBE2D4	7	43966047	43993163	+
UBE2E1	3	23847439	23932802	+
UBE2E2	3	23244784	23632296	+
UBE2E3	2	181845112	181928150	+
UBE2F	2	238875700	238950676	+
UBE2G1	17	4172514	4269969	-
UBE2G2	21	46188956	46221738	-
UBE2H	7	129472995	129592789	-
UBE2I	16	1359180	1375390	+
UBE2J1	6	90036345	90062619	-
UBE2J2	1	1189294	1209234	-
UBE2K	4	39699664	39784408	+
UBE2L3	22	21921957	21978323	+
UBE2L6	11	57319129	57335453	-
UBE2M	19	59067080	59070343	-
UBE2N	12	93802090	93836026	-
UBE2NL	23	142967173	142968355	+
UBE2O	17	74385614	74449288	-
UBE2Q1	1	154521051	154531120	-
UBE2Q2	15	76135622	76193388	+
UBE2QL1	5	6448736	6492705	+
UBE2R2	9	33817182	33920399	+
UBE2S	19	55912650	55919325	-
UBE2T	1	202300786	202311094	-
UBE2U	1	64669490	64710027	+
UBE2V1	20	48697663	48732494	-
UBE2V2	8	48920995	48974452	+
UBE2W	8	74702842	74791110	-
UBE2Z	17	46985767	47006422	+
UBE3A	15	25582397	25684128	-
UBE3B	12	109915439	109974506	+
UBE3C	7	156931655	157062065	+
UBE4A	11	118230302	118269924	+
UBE4B	1	10093016	10241294	+
UBFD1	16	23568862	23585708	+
UBIAD1	1	11333255	11348490	+
UBL3	13	30338546	30424820	-
UBL4A	23	153712058	153714932	-
UBL4B	1	110655062	110656568	+
UBL5	19	9938568	9940797	+
UBL7	15	74738318	74753529	-
UBLCP1	5	158690089	158713048	+
UBN1	16	4897912	4932357	+
UBN2	7	138916231	138992981	+
UBOX5	20	3088220	3140540	-
UBP1	3	33429831	33481897	-
UBQLN1	9	86274879	86323168	-
UBQLN2	23	56590026	56593442	+
UBQLN3	11	5528530	5531153	-
UBQLN4	1	156005093	156023516	-
UBQLNL	11	5535624	5537956	-
UBR1	15	43235103	43398286	-
UBR2	6	42531760	42661242	+
UBR3	2	170684018	170940637	+
UBR4	1	19401002	19536746	-
UBR5	8	103265569	103424495	-
UBR7	14	93673401	93695555	+
UBTD1	10	99258768	99330960	+
UBTD2	5	171636650	171710795	-
UBTF	17	42282402	42298250	-
UBTFL1	11	89819118	89820298	+
UBXN1	11	62443973	62446527	-
UBXN10	1	20512578	20519941	+
UBXN11	1	26608775	26644756	-
UBXN2A	2	24163376	24223691	+
UBXN2B	8	59323823	59364059	+
UBXN4	2	136499189	136542632	+
UBXN6	19	4445004	4457791	-
UBXN7	3	196080371	196159345	-
UBXN8	8	30601690	30624518	+
UCHL1	4	41258898	41270445	+
UCHL3	13	76123927	76180066	+
UCHL5	1	192984900	193028521	-
UCK1	9	134399184	134406662	-
UCK2	1	165796890	165877337	+
UCKL1	20	62571191	62587768	-
UCMA	10	13263771	13276328	-
UCN	2	27530265	27531130	-
UCN2	3	48599151	48601201	-
UCN3	10	5406976	5416169	+
UCP1	4	141481052	141489959	-
UCP2	11	73685716	73693889	-
UCP3	11	73711330	73720282	-
UEVLD	11	18553245	18610281	-
UFC1	1	161123534	161128645	+
UFD1L	22	19437464	19466738	-
UFM1	13	38923942	38937142	+
UFSP1	7	100486346	100487339	-
UFSP2	4	186320694	186347139	-
UGCG	9	114659206	114695431	+
UGDH	4	39500375	39529218	-
UGGT1	2	128848754	128953247	+
UGGT2	13	96453838	96705736	-
UGP2	2	64068098	64118695	+
UGT1A1	2	234668919	234681945	+
UGT1A10	2	234545123	234681949	+
UGT1A3	2	234637773	234681945	+
UGT1A4	2	234627438	234681945	+
UGT1A5	2	234621638	234681945	+
UGT1A6	2	234600321	234681949	+
UGT1A7	2	234590584	234681945	+
UGT1A8	2	234526291	234681945	+
UGT1A9	2	234580544	234681949	+
UGT2A1	4	70454136	70513417	-
UGT2A2	4	70455090	70505334	-
UGT2A3	4	69794177	69817509	-
UGT2B10	4	69681713	69886113	+/-
UGT2B11	4	70066053	70080449	-
UGT2B15	4	69403133	69536374	-
UGT2B17	4	69402905	69434245	-
UGT2B28	4	70146217	70160767	+
UGT2B4	4	70345884	70361626	-
UGT2B7	4	69962193	69978704	+
UGT3A1	5	35953192	36001130	-
UGT3A2	5	36035121	36067023	-
UGT8	4	115519611	115598202	+
UHMK1	1	162466964	162499419	+
UHRF1	19	4909510	4962164	+
UHRF1BP1	6	34759794	34845289	+
UHRF1BP1L	12	100430865	100536642	-
UHRF2	9	6413151	6507049	+
UIMC1	5	176332006	176433443	-
ULBP1	6	150285143	150294844	+
ULBP2	6	150263136	150270366	+
ULBP3	6	150385744	150390202	-
ULK1	12	132379279	132407706	+
ULK2	17	19674144	19771239	-
ULK3	15	75128459	75135552	-
ULK4	3	41288091	42003660	-
UMOD	16	20344374	20364037	-
UMODL1	21	43491426	43563105	+
UMPS	3	124449213	124468117	+
UNC119	17	26873725	26879646	-
UNC119B	12	121147831	121161442	+
UNC13A	19	17712138	17799008	-
UNC13B	9	35161989	35405331	+
UNC13C	15	54305101	54920805	+
UNC13D	17	73823310	73840798	-
UNC45A	15	91473410	91497322	+
UNC45B	17	33474836	33516363	+
UNC50	2	99225042	99234975	+
UNC5A	5	176237560	176307897	+
UNC5B	10	72972298	73060749	+
UNC5C	4	96089689	96470162	-
UNC5CL	6	40994772	41006928	-
UNC5D	8	35092975	35652180	+
UNC80	2	210636717	210864024	+
UNC93A	6	167704803	167729501	+
UNC93B1	11	67758575	67771593	-
UNCX	7	1272654	1276612	+
UNG	12	109535415	109548798	+
UNK	17	73780681	73821885	+
UNKL	16	1413206	1464700	-
UPB1	22	24891251	24922552	+
UPF0639	14	69951471	69995215	+
UPF1	19	18942744	18979038	+
UPF2	10	11962022	12085023	-
UPF3A	13	115047078	115071281	+
UPF3B	23	118967989	118986968	-
UPK1A	19	36157715	36169365	+
UPK1B	3	118892425	118923999	+
UPK2	11	118827008	118829268	+
UPK3A	22	45680868	45691754	+
UPK3B	7	76139745	76157197	+
UPK3BL	7	102277472	102283238	-
UPP1	7	48128355	48148329	+
UPP2	2	158851691	158992665	+
UPRT	23	74493894	74524730	+
UQCC	20	33890371	33999945	-
UQCR10	22	30163358	30166402	+
UQCR11	19	1597154	1605483	-
UQCRB	8	97239310	97247862	-
UQCRC1	3	48636432	48647098	-
UQCRC2	16	21964609	21994666	+
UQCRFS1	19	29698167	29704136	-
UQCRH	1	46769380	46782445	+
UQCRHL	1	16133657	16134194	-
UQCRQ	5	132202319	132204536	+
URB1	21	33683330	33765312	-
URB2	1	229761981	229795946	+
URGCP	7	43915503	43965996	-
URM1	9	131133598	131153015	+
UROC1	3	126200008	126236616	-
UROD	1	45477830	45481341	+
UROS	10	127477148	127511837	-
USE1	19	17326155	17330638	+
USF1	1	161009042	161015757	-
USF2	19	35759896	35770718	+
USH1C	11	17515443	17565963	-
USH1G	17	72912176	72919351	-
USH2A	1	215796236	216596738	-
USHBP1	19	17360849	17375544	-
USMG5	10	105148814	105156223	-
USO1	4	76649829	76735364	+
USP1	1	62901975	62917473	+
USP10	16	84733555	84813525	+
USP11	23	47092314	47107726	+
USP12	13	27642438	27746029	-
USP13	3	179370933	179507187	+
USP14	18	158483	213739	+
USP15	12	62654187	62799898	+
USP16	21	30396938	30426805	+
USP17	4	9217131	9366446	+
USP17L2	8	11994677	11996269	-
USP18	22	18632758	18660160	+
USP19	3	49146108	49158213	-
USP2	11	119225926	119252436	-
USP20	9	132597696	132644107	+
USP21	1	161129254	161135515	+
USP22	17	20902908	20946352	-
USP24	1	55532033	55681039	-
USP25	21	17102496	17252377	+
USP26	23	132159508	132162300	-
USP27X	23	49644470	49647166	+
USP28	11	113668598	113746256	-
USP29	19	57631509	57643291	+
USP3	15	63796810	63883659	+
USP30	12	109490380	109525821	+
USP31	16	23072729	23160591	-
USP32	17	58254691	58469586	-
USP33	1	78161676	78225537	-
USP34	2	61414591	61697849	-
USP35	11	77899858	77925756	+
USP36	17	76792967	76836969	-
USP37	2	219314974	219433084	-
USP38	4	144106070	144143140	+
USP39	2	85843283	85876405	+
USP4	3	49314577	49377536	-
USP40	2	234384166	234474236	-
USP42	7	6144550	6201194	+
USP43	17	9548950	9633001	+
USP44	12	95910889	95945263	-
USP45	6	99880184	99963252	-
USP46	4	53457129	53525502	-
USP47	11	11862970	11980870	+
USP48	1	22004794	22109688	-
USP49	6	41765384	41863099	-
USP5	12	6961285	6975793	+
USP50	15	50792760	50838902	-
USP51	23	55511051	55515631	-
USP53	4	120133782	120216672	+
USP54	10	75257298	75335433	-
USP6	17	5031687	5078324	+
USP6NL	10	11502509	11653679	-
USP7	16	8985951	9057341	-
USP8	15	50716579	50793276	+
USP9X	23	40944888	41095830	+
USP9Y	24	14813160	14972768	+
USPL1	13	31191830	31233686	+
UST	6	149068271	149398125	+
UTF1	10	135043778	135045061	+
UTP11L	1	38478384	38490496	+
UTP14A	23	129040097	129063737	+
UTP14C	13	52598827	52607734	+
UTP15	5	72861598	72877794	+
UTP18	17	49337897	49375290	+
UTP20	12	101673905	101780397	+
UTP23	8	117778742	117786919	+
UTP3	4	71554196	71556267	+
UTP6	17	30190191	30228729	-
UTRN	6	144612873	145174168	+
UTS2	1	7907673	7913551	-
UTS2D	3	190984945	191048325	-
UTS2R	17	80332201	80333369	+
UTY	24	15360263	15592550	-
UVRAG	11	75526212	75855281	+
UXS1	2	106709760	106810795	-
UXT	23	47511196	47518560	-
VAC14	16	70721344	70835061	-
VAMP1	12	6571406	6579843	-
VAMP2	17	8062465	8066293	-
VAMP3	1	7831329	7841491	+
VAMP4	1	171669298	171711379	-
VAMP5	2	85811531	85820511	+
VAMP7	24	59213949	59276438	+
VAMP8	2	85804614	85809155	+
VANGL1	1	116184574	116240845	+
VANGL2	1	160370367	160398464	+
VAPA	18	9913955	9960017	+
VAPB	20	56964245	57021961	+
VARS	6	31745299	31763712	-
VARS2	6	30881982	30894233	+
VASH1	14	77228235	77249363	+
VASH2	1	213123887	213164925	+
VASN	16	4421849	4433529	+
VASP	19	46010688	46030238	+
VAT1	17	41166622	41174459	-
VAT1L	16	77822483	78014001	+
VAV1	19	6772722	6857371	+
VAV2	9	136627017	136857446	-
VAV3	1	108113782	108507545	-
VAX1	10	118888032	118897812	-
VAX2	2	71127720	71160573	+
VBP1	23	154444701	154468096	+
VCAM1	1	101185297	101204599	+
VCAN	5	82767493	82878122	+
VCL	10	75757872	75879912	+
VCP	9	35056065	35072739	-
VCPIP1	8	67542490	67579452	-
VCX	23	7810303	7812183	+
VCX2	23	8137986	8139308	-
VCX3A	23	6451660	6453159	-
VCX3B	23	8432871	8434550	+
VCY	24	16097653	16168837	+/-
VCY1B	24	16097653	16168837	+/-
VDAC1	5	133307607	133340433	-
VDAC2	10	76969912	76991204	+
VDAC3	8	42249346	42263413	+
VDR	12	48235322	48298814	-
VEGFA	6	43737946	43754221	+
VEGFB	11	64002266	64006258	+
VEGFC	4	177604691	177713895	-
VENTX	10	135051408	135055433	+
VEPH1	3	156977534	157221415	-
VEZF1	17	56048910	56065615	-
VEZT	12	95611522	95696566	+
VGF	7	100805791	100808852	-
VGLL1	23	135614311	135638965	+
VGLL2	6	117586721	117594727	+
VGLL3	3	86987125	87040257	-
VGLL4	3	11597544	11762220	-
VHL	3	10183319	10193744	+
VHLL	1	156268416	156269428	-
VIL1	2	219283838	219314246	+
VILL	3	38035078	38048675	+
VIM	10	17270258	17279592	+
VIP	6	153071933	153080898	+
VIPAR	14	77893018	77923904	-
VIPR1	3	42544104	42579065	+
VIPR2	7	158820867	158937649	-
VIT	2	36923833	37041935	+
VKORC1	16	31102176	31106276	-
VKORC1L1	7	65338257	65419799	+
VLDLR	9	2621793	2654485	+
VMA21	23	150565657	150577835	+
VMAC	19	5904852	5910261	+
VMO1	17	4688581	4689729	-
VN1R1	19	57966542	57967854	-
VN1R2	19	53761545	53762855	+
VN1R4	19	53770014	53770918	-
VN1R5	1	247419374	247420446	+
VNN1	6	133001998	133035194	-
VNN2	6	133065010	133084598	-
VOPP1	7	55538307	55640200	-
VPRBP	3	51433298	51534018	-
VPREB1	22	22599200	22599926	+
VPREB3	22	24094934	24096630	-
VPS11	11	118938493	118952686	+
VPS13A	9	79792361	80032397	+
VPS13B	8	100025494	100889807	+
VPS13C	15	62144592	62352647	-
VPS13D	1	12290113	12572096	+
VPS16	20	2821373	2847377	+
VPS18	15	41186628	41196172	+
VPS24	2	86730554	86790600	-
VPS25	17	40925454	40931616	+
VPS26A	10	70883908	70932614	+
VPS26B	11	134094561	134117684	+
VPS28	8	145649000	145653927	-
VPS29	12	110929331	110939916	-
VPS33A	12	122716096	122751068	-
VPS33B	15	91541774	91565833	-
VPS35	16	46693591	46723144	-
VPS36	13	52986739	53024763	-
VPS37A	8	17104401	17155532	+
VPS37B	12	123349879	123380712	-
VPS37C	11	60897728	60928916	-
VPS37D	7	73082174	73086439	+
VPS39	15	42450900	42500502	-
VPS41	7	38763544	38948800	-
VPS45	1	150039342	150117504	+
VPS4A	16	69345287	69358945	+
VPS4B	18	61056427	61089752	-
VPS52	6	33218049	33239662	-
VPS53	17	414730	618096	-
VPS54	2	64119668	64246214	-
VPS72	1	151148934	151162640	-
VPS8	3	184529931	184770402	+
VRK1	14	97263684	97347950	+
VRK2	2	58273729	58387055	+
VRK3	19	50479724	50528805	-
VSIG1	23	107288200	107322413	+
VSIG10	12	118501400	118541810	-
VSIG10L	19	51834796	51845378	-
VSIG2	11	124617371	124622109	-
VSIG4	23	65241580	65259967	-
VSIG8	1	159824107	159832447	-
VSNL1	2	17721807	17837705	+
VSTM1	19	54544085	54567207	-
VSTM2A	7	54610019	54636947	+
VSTM2B	19	30017491	30055226	+
VSTM2L	20	36531499	36573745	+
VSX1	20	25056100	25062767	-
VSX2	14	74706175	74729434	+
VTA1	6	142468410	142542083	+
VTCN1	1	117686210	117753549	-
VTI1A	10	114206756	114578501	+
VTI1B	14	68117869	68141602	-
VTN	17	26694301	26697373	-
VWA1	1	1370903	1378261	+
VWA2	10	115999018	116049751	+
VWA3A	16	22103863	22168280	+
VWA3B	2	98703595	98929408	+
VWA5A	11	123986111	124017616	+
VWA5B1	1	20617412	20681387	+
VWA5B2	3	183948317	183960116	+
VWC2	7	49813257	49952138	+
VWC2L	2	215276461	215440653	+
VWCE	11	61025759	61062788	-
VWDE	7	12370509	12443852	-
VWF	12	6058040	6233836	-
WAC	10	28822424	28909921	+
WAPAL	10	88195014	88281541	-
WARS	14	100800125	100842680	-
WARS2	1	119573841	119683295	-
WAS	23	48542186	48549815	+
WASF1	6	110421022	110501207	-
WASF2	1	27732126	27816669	-
WASF3	13	27131840	27263080	+
WASH1	9	14511	29739	-
WASL	7	123322001	123389116	-
WBP1	2	74685577	74688010	+
WBP11	12	14939414	14956401	-
WBP2	17	73841781	73851501	-
WBP2NL	22	42394729	42424475	+
WBP4	13	41635697	41658137	+
WBP5	23	102611380	102613395	+
WBSCR16	7	74456285	74489699	-
WBSCR17	7	70597789	71178583	+
WBSCR22	7	73097898	73112541	+
WBSCR27	7	73248921	73256855	-
WBSCR28	7	73275489	73280223	+
WDFY1	2	224740066	224810052	-
WDFY2	13	52158484	52336170	+
WDFY3	4	85590697	85887544	-
WDFY4	10	49893518	50191000	+
WDHD1	14	55406942	55493807	-
WDR1	4	10075964	10118573	-
WDR11	10	122610687	122669038	+
WDR12	2	203745324	203776949	-
WDR13	23	48455880	48463582	+
WDR16	17	9479944	9546774	+
WDR17	4	176986985	177103978	+
WDR18	19	984328	994569	+
WDR19	4	39184024	39287429	+
WDR20	14	102606212	102690009	+
WDR24	16	734702	740400	-
WDR25	14	100842755	100996638	+
WDR26	1	224572847	224622001	-
WDR27	6	169857307	170102159	-
WDR3	1	118472372	118503049	+
WDR31	9	116077932	116102567	-
WDR33	2	128461808	128568745	-
WDR34	9	131395940	131419129	-
WDR35	2	20110031	20189884	-
WDR36	5	110427870	110466201	+
WDR37	10	1102776	1178237	+
WDR38	9	127615755	127620159	+
WDR4	21	44263206	44299678	-
WDR41	5	76728069	76788332	-
WDR43	2	29117533	29171080	+
WDR44	23	117480036	117583921	+
WDR45	23	48932092	48958059	-
WDR45L	17	80572440	80606411	-
WDR46	6	33246880	33257304	-
WDR47	1	109512840	109584850	-
WDR48	3	39093507	39137879	+
WDR49	3	167196473	167371289	-
WDR5	9	137001210	137025093	+
WDR52	3	113005777	113160361	-
WDR53	3	196281061	196295413	-
WDR54	2	74648885	74652881	+
WDR55	5	140044384	140050551	+
WDR59	16	74907471	75019017	-
WDR5B	3	122130700	122134882	-
WDR6	3	49044637	49053386	+
WDR60	7	158649269	158738882	+
WDR61	15	78575580	78591940	-
WDR62	19	36545783	36596012	+
WDR63	1	85527993	85598820	+
WDR64	1	241815580	241965432	+
WDR65	1	43638001	43676549	+
WDR66	12	122356463	122441830	+
WDR67	8	124084920	124164390	+
WDR69	2	228736327	228789026	+
WDR7	18	54318616	54697036	+
WDR70	5	37379412	37752772	+
WDR72	15	53805938	54051859	-
WDR73	15	85186012	85197521	-
WDR74	11	62600384	62607628	-
WDR75	2	190306159	190340264	+
WDR76	15	44119112	44160617	+
WDR77	1	111982513	111991830	-
WDR78	1	67278574	67390570	-
WDR8	1	3547332	3566671	-
WDR81	17	1619817	1641893	+
WDR82	3	52288438	52312659	-
WDR83	19	12777618	12786645	+
WDR85	9	140449361	140473387	-
WDR86	7	151078207	151107124	-
WDR87	19	38375472	38397317	-
WDR88	19	33622998	33666701	+
WDR89	14	64063758	64108591	-
WDR90	16	699363	717829	+
WDR91	7	134868590	134896316	-
WDR92	2	68357281	68384656	-
WDR93	15	90234028	90286868	+
WDSUB1	2	160092305	160143236	-
WDTC1	1	27561007	27635108	+
WDYHV1	8	124428965	124454260	+
WEE1	11	9595228	9611311	+
WEE2	7	141408153	141431071	+
WFDC1	16	84328401	84363446	+
WFDC10A	20	44258385	44259830	+
WFDC10B	20	44313291	44333658	-
WFDC11	20	44277203	44298878	-
WFDC12	20	43752067	43753106	-
WFDC13	20	44330655	44337454	+
WFDC2	20	44098394	44110171	+
WFDC3	20	44402847	44420547	-
WFDC5	20	43738093	43743803	-
